MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,ElectoralDiv,FullBedrooms,OtherRooms,HouseNumber,NumSum,LotArea
N4637963,L4G7C3,6800000,Single Family,"60 ADENA MEADOWS WAY|Aurora, Ontario L4G7C3",-79.4202375261558,44.0031995715743,House,10.0,5,1.0,1.22 Acre   ; Backs On To 7th Hole Magna Golf Club|1/2 - 1.99 acres,RE/MAX HALLMARK YORK GROUP REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,5,0,60.0,6.0,53143.2
N4637470,L4S0G9,1979990,Single Family,"69 GERDEN DR|Richmond Hill, Ontario L4S0G9",-79.3884752,43.9045625,House,6.0,4,3.0,43 x 90 FT,PMA BRETHOUR REAL ESTATE CORPORATION INC.,Aurora--Oak Ridges--Richmond Hill,4,0,69.0,6.0,3870.0
N4637232,L4G7W1,1050000,Single Family,"22 BROOKS AVE|Aurora, Ontario L4G7W1",-79.4421933,44.0153083,House,3.0,4,2.0,39 x 106 FT,ROYAL LEPAGE GOLDEN RIDGE REALTY,Newmarket--Aurora,4,0,22.0,4.0,4134.0
E4636149,L1Y1A6,810000,Single Family,"4935 OLD BROCK RD|Pickering, Ontario L1Y1A6",-79.1283269,43.968479200000004,House,2.0,2 + 2,1.0,101.3 x 463.09 FT|1/2 - 1.99 acres,CENTURY 21 LEADING EDGE REALTY INC.,Pickering--Uxbridge,2,2,4935.0,3.0,46911.01699999999
N4636087,L4E3R1,1880000,Single Family,"760 19TH AVE|Richmond Hill, Ontario L4E3R1",-79.4233314,43.91344820000001,House,2.0,4,2.0,4.84 Acre   ; Irregular 4.84 Acres|2 - 4.99 acres,CENTURY 21 LEADING EDGE REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,0,760.0,4.0,210830.4
N4635696,L4G0Y8,1529000,Single Family,"26 SCRIVENER DR|Aurora, Ontario L4G0Y8",-79.4295024,44.0128331,House,4.0,4,2.0,43.96 x 116.47 FT,HOMELIFE LANDMARK REALTY INC.,Newmarket--Aurora,4,0,26.0,8.0,5120.0212
N4635616,L4E4G2,1199000,Single Family,"149 ENGLISH OAK DR|Richmond Hill, Ontario L4E4G2",-79.44250100000002,43.9432607,House,4.0,4 + 1,2.0,58.38 x 111 FT ; Irregular,GLOBAL LINK REALTY GROUP INC.,Aurora--Oak Ridges--Richmond Hill,4,1,149.0,5.0,6480.18
N4635555,L4A3Y5,1297500,Single Family,"13431 MCCOWAN RD|Whitchurch-Stouffville, Ontario L4A3Y5",-79.30956280000002,43.9879323,House,4.0,3 + 2,1.0,172.56 x 294.12 FT   ; L Shape|1/2 - 1.99 acres,HOMELIFE CULTURELINK REALTY INC.,Markham--Stouffville,3,2,13431.0,3.0,50753.347200000004
N4635386,L4E3G5,1680000,Single Family,"103 LAKE AVE|Richmond Hill, Ontario L4E3G5",-79.4502374,43.9423223,House,6.0,4 + 1,2.0,50 x 263 FT,DREAM HOME REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,1,103.0,4.0,13150.0
N4635199,L4A7W4,775000,Single Family,"378 SOUTH ST|Whitchurch-Stouffville, Ontario L4A7W4",-79.23205820000003,43.975919299999994,House,2.0,3 + 1,1.0,69.29 x 111 FT,RE/MAX ALL-STARS REALTY INC.,Markham--Stouffville,3,1,378.0,9.0,7691.1900000000005
N4635018,L4E3J4,2588000,Single Family,"38 PARK CRES|Richmond Hill, Ontario L4E3J4",-79.4366104,43.9438545,House,7.0,4,2.0,75.1 x 121.88 FT,RE/MAX PLATINUM PIN REALTY,Aurora--Oak Ridges--Richmond Hill,4,0,38.0,2.0,9153.187999999998
N4634475,L4G7G8,1100000,Single Family,"29 BATSON DR|Aurora, Ontario L4G7G8",-79.4681253,44.009770399999994,House,4.0,4 + 1,2.0,51.18 x 113.88 FT,URBANLINKS REALTY INC.,Newmarket--Aurora,4,1,29.0,2.0,5828.3784
N4633948,L4A1C2,750000,Single Family,"12374 NINTH LINE|Whitchurch-Stouffville, Ontario L4A1C2",-79.256889,43.97243220000001,House,2.0,3 + 1,1.0,60 x 133 FT,RE/MAX ALL-STARS REALTY INC.,Markham--Stouffville,3,1,12374.0,8.0,7980.0
N4633645,L4E4B2,1268000,Single Family,"131 DEERWOOD CRES|Richmond Hill, Ontario L4E4B2",-79.480034,43.9538257,House,4.0,4,2.0,37.27 x 118.6 FT ; Irregular Rear 56.18Ft.,AIMHOME REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,0,131.0,5.0,4420.222
N4633511,L4A4P1,1160000,Single Family,"300 GREENWOOD RD|Whitchurch-Stouffville, Ontario L4A4P1",-79.2386431,43.98447520000001,House,5.0,4 + 1,2.0,36.09 x 99.41 FT,NU STREAM REALTY (TORONTO) INC.,Markham--Stouffville,4,1,300.0,3.0,3587.7069
N4633349,L0C1A0,3850000,Single Family,"2523 CONCESSION 3 RD|Uxbridge, Ontario L0C1A0",-79.1847511,44.00999,House,7.0,4 + 1,1.0,5 x 5 Acre ; 329.99 Frontage,FARQUHARSON REALTY LIMITED,Pickering--Uxbridge,4,1,2523.0,3.0,217800.0
N4633153,L4E4P7,1199000,Single Family,"51 VERDI RD|Richmond Hill, Ontario L4E4P7",-79.4764308,43.945088299999995,House,5.0,4 + 1,2.0,40.03 x 82.02 FT,TIMES REALTY GROUP INC.,Aurora--Oak Ridges--Richmond Hill,4,1,51.0,6.0,3283.2606
N4633124,L4E4J4,1422000,Single Family,"70 JEFFERSON FOREST DR|Richmond Hill, Ontario L4E4J4",-79.4413142,43.9157574,House,5.0,4 + 2,2.0,40.44 x 123.03 FT,RIGHT AT HOME REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,2,70.0,7.0,4975.3332
N4633057,L4E4R8,1998000,Single Family,"31 PAGEAN DR|Richmond Hill, Ontario L4E4R8",-79.4397536,43.9647274,House,4.0,4,2.0,135.6 x 129.76 FT ; Irr As Per Survey,RE/MAX HALLMARK REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,4,0,31.0,4.0,17595.456
N4633025,L4E2W7,1428000,Single Family,"51 BLYTH ST|Richmond Hill, Ontario L4E2W7",-79.4681473,43.9480602,House,5.0,4 + 1,2.0,50.24 x 164.47 FT,RIGHT AT HOME REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,1,51.0,6.0,8262.9728
N4632903,L4A4R4,2599000,Single Family,"LOT 10 SAM DAVIS CRT|Whitchurch-Stouffville, Ontario L4A4R4",-79.25951506952141,44.01047273007978,House,7.0,6,2.0,133.01 x 324.02 FT   ; 1 Acre Estate Lot!|1/2 - 1.99 acres,RE/MAX REALTRON REALTY INC.,Markham--Stouffville,6,0,,,43097.9002
N4632568,L4E3V3,1195000,Single Family,"21 SNOWY MEADOW AVE|Richmond Hill, Ontario L4E3V3",-79.456303,43.9387951,House,4.0,4,2.0,39.4 x 110 FT,RE/MAX REALTRON REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,0,21.0,3.0,4334.0
N4632001,L4E4M2,898000,Single Family,"20 TOMSCOT AVE|Richmond Hill, Ontario L4E4M2",-79.4778808,43.9555791,House,3.0,3,2.0,50.08 x 111.4 FT ; Irregular 19.69' Rear 94.42' Side,HOMELIFE LANDMARK REALTY INC.,Aurora--Oak Ridges--Richmond Hill,3,0,20.0,2.0,5578.912
N4631802,L4E3E9,1549000,Single Family,"330 WORTHINGTON AVE|Richmond Hill, Ontario L4E3E9",-79.442471,43.9603354,House,5.0,4,2.0,40.03 x 121.72 FT ; Irregular Lot: Rear 45.41 Ft X 105.12Ft,ROYAL LEPAGE ELITE REALTY,Aurora--Oak Ridges--Richmond Hill,4,0,330.0,6.0,4872.4516
N4631642,L4G1Y7,2899000,Single Family,"80 CHILD DR|Aurora, Ontario L4G1Y7",-79.48034150000002,43.9784285,House,6.0,4,2.0,55 x 127.6 FT ; Lot Size-As Per Survey Attached,RE/MAX REALTRON REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,0,80.0,8.0,7018.0
N4631545,L4A2C2,1585000,Single Family,"10 SAWMILL LANE|Whitchurch-Stouffville, Ontario L4A2C2",-79.3708208,43.9618028,House,4.0,2 + 2,2.0,160 x 260 FT   ; 250' On South Side|1/2 - 1.99 acres,ROYAL LEPAGE YOUR COMMUNITY REALTY,Markham--Stouffville,2,2,10.0,1.0,41600.0
N4631061,L4E3K6,2588800,Single Family,"69 BOND CRES|Richmond Hill, Ontario L4E3K6",-79.4634696,43.9398688,House,5.0,4 + 1,2.0,50 x 136.85 FT,SPECTRUM REALTY SERVICES INC.,Aurora--Oak Ridges--Richmond Hill,4,1,69.0,6.0,6842.5
N4630805,L4E4T4,1088000,Single Family,"48 BRASS DR|Richmond Hill, Ontario L4E4T4",-79.4573407,43.9166357,House,3.0,2 + 2,1.0,44.95 x 88.58 FT,HOMELIFE/BAYVIEW REALTY INC.,Aurora--Oak Ridges--Richmond Hill,2,2,48.0,3.0,3981.6710000000003
N4630355,L4G0T1,3268000,Single Family,"96 DAVINA CIRC|Aurora, Ontario L4G0T1",-79.45530409999998,43.9657249,House,5.0,4 + 1,2.0,91 x 140 FT ; Irregular,LANDPOWER REAL ESTATE LTD.,Aurora--Oak Ridges--Richmond Hill,4,1,96.0,6.0,12740.0
N4630149,L4G0K4,2399000,Single Family,"146 CARISBROOKE CIRC|Aurora, Ontario L4G0K4",-79.4338355,43.98494,House,4.0,4,2.0,61.78 x 173.2 FT ; Lot Widens To 90 Ft @Rear,ROYAL LEPAGE/J & D DIVISION,Aurora--Oak Ridges--Richmond Hill,4,0,146.0,2.0,10700.296
N4630147,L4A7X5,2580000,Single Family,"4966 VANDORF SDRD|Whitchurch-Stouffville, Ontario L4A7X5",-79.30253509999999,44.019363899999995,House,4.0,4,2.5,326.37 x 1342.1 FT,FARQUHARSON REALTY LIMITED,Markham--Stouffville,4,0,4966.0,7.0,438021.17699999997
N4630063,L4E0S3,1288000,Single Family,"16 ESTRELLA CRES|Richmond Hill, Ontario L4E0S3",-79.47352059999999,43.9168602,House,4.0,3,2.0,36.09 x 88.56 FT,RE/MAX WEST REALTY INC.,Aurora--Oak Ridges--Richmond Hill,3,0,16.0,7.0,3196.1304000000005
N4629847,L4G6X1,2890000,Single Family,"67 ELDERBERRY TR|Aurora, Ontario L4G6X1",-79.4716016,43.9644876,House,5.0,4 + 1,2.0,284 x 246 FT   ; 1.97 Acres|1/2 - 1.99 acres,YORK NATIONAL REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,1,67.0,4.0,69864.0
N4629690,L4A0G1,879000,Single Family,"219 MOSTAR ST|Whitchurch-Stouffville, Ontario L4A0G1",-79.2622348,43.9603162,House,3.0,3 + 1,2.0,36.12 x 88.66 FT ; Premium Lot Fronting On Park/School,HOMELIFE BEST-SELLER REALTY INC.,Markham--Stouffville,3,1,219.0,3.0,3202.3992
N4629670,L4E0G3,1398000,Single Family,"99 VITLOR DR|Richmond Hill, Ontario L4E0G3",-79.47528829999997,43.9439871,House,4.0,4,2.0,40.03 x 111.55 FT,CENTURY 21 HERITAGE GROUP LTD.,Aurora--Oak Ridges--Richmond Hill,4,0,99.0,9.0,4465.3465
N4629218,L4E0N3,1329000,Single Family,"128 ROUTLEDGE DR|Richmond Hill, Ontario L4E0N3",-79.47695809999998,43.929433,House,3.0,4,1.0,50.2 x 89.02 FT,RE/MAX HALLMARK REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,4,0,128.0,2.0,4468.804
N4629157,L4A7H6,1900000,Single Family,"517 AINTREE DR|Whitchurch-Stouffville, Ontario L4A7H6",-79.2281095,43.980073299999994,House,5.0,5 + 1,2.0,121.5 x 257.5 FT|1/2 - 1.99 acres,KELLER WILLIAMS REALTY CENTRES,Markham--Stouffville,5,1,517.0,4.0,31286.25
N4629121,L4S1G9,1499990,Single Family,"37 FLORENTINE CRES|Richmond Hill, Ontario L4S1G9",-79.4357312,43.9070497,House,4.0,4 + 1,2.0,"44.25 x 139.62 FT ; Rear-49.26Ft., West-142.14Ft.",IPRO REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,4,1,37.0,1.0,6178.185
N4628653,L4S0B2,1119990,Single Family,|,-79.3929876,43.9050244,House,3.0,3,2.0,45 x 90 FT ; 45' Wide At Front/ 24' Wide At Back,FAIRGATE REAL ESTATE LTD.,Aurora--Oak Ridges--Richmond Hill,3,0,,,4050.0
N4628049,L4G0Z2,1458800,Single Family,"190 CONKLIN CRES|Aurora, Ontario L4G0Z2",-79.4233381,44.0166484,House,4.0,4,2.0,44 x 126 FT,SPECTRUM REALTY SERVICES INC.,Newmarket--Aurora,4,0,190.0,1.0,5544.0
N4627873,L4A5C5,869800,Single Family,"245 DEBBORAH PL|Whitchurch-Stouffville, Ontario L4A5C5",-79.23866109999999,43.9778714,House,2.0,3 + 2,1.0,24.01 x 136.82 FT ; Large Pie Shaped.97.14 Feet Wide At Back,RE/MAX HALLMARK YORK GROUP REALTY LTD.,Markham--Stouffville,3,2,245.0,2.0,3285.0482
N4627596,L4E4B1,1180000,Single Family,"6 KINGSHILL RD|Richmond Hill, Ontario L4E4B1",-79.4750685,43.9396908,House,5.0,4 + 1,2.0,44.98 x 83.01 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,Aurora--Oak Ridges--Richmond Hill,4,1,6.0,6.0,3733.7898
N4627493,L4G2L9,999900,Single Family,"209 KENNEDY ST W|Aurora, Ontario L4G2L9",-79.4790673,43.9910529,House,2.0,2,1.0,69.28 x 101.78 FT,REALTY EXECUTIVES GROUP LTD.,Aurora--Oak Ridges--Richmond Hill,2,0,209.0,2.0,7051.3184
N4627381,L4E4G6,1018000,Single Family,"12 BEL CANTO CRES|Richmond Hill, Ontario L4E4G6",-79.4416219,43.9414096,House,4.0,3 + 3,2.0,31.17 x 109.91 FT,HOMELIFE/ROMANO REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,3,3,12.0,3.0,3425.8947000000003
N4627301,L3P3J3,4198000,Single Family,"5437 19TH AVE|Markham, Ontario L3P3J3",-79.29639940000001,43.94133770000001,House,7.0,5 + 1,1.0,333 x 1328 FT   ; Rectangular 10.05 Acres|10 - 24.99 acres,ROYAL LEPAGE YOUR COMMUNITY REALTY,Markham--Unionville,5,1,5437.0,1.0,442224.0
N4626879,L4E0S7,1528000,Single Family,"14 FARMHOUSE CRES|Richmond Hill, Ontario L4E0S7",-79.46629890000001,43.92075360000001,House,4.0,4 + 1,2.0,50.2 x 88.58 FT,ROYAL LEPAGE GOLDEN RIDGE REALTY,Aurora--Oak Ridges--Richmond Hill,4,1,14.0,5.0,4446.716
N4626697,L4S0H3,1388000,Single Family,"30 BAWDEN DR|Richmond Hill, Ontario L4S0H3",-79.39296929999998,43.905133899999996,House,3.0,4,2.0,36 x 88 FT,CENTURY 21 ATRIA REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,0,30.0,3.0,3168.0
N4626598,L4G1C9,1629000,Single Family,"86 JOSEPH HARTMAN CRES|Aurora, Ontario L4G1C9",-79.4352697,44.0228578,House,4.0,4,2.0,40 x 173.65 FT,HOMELIFE/LEADER INC.,Newmarket--Aurora,4,0,86.0,5.0,6946.0
N4626555,L4G0K4,3150000,Single Family,"30 CARISBROOKE CIRC|Aurora, Ontario L4G0K4",-79.4383469,43.9861066,House,6.0,4 + 1,2.0,59.7 x 285.2 FT   ; Irregular Pie Shaped Lot|1/2 - 1.99 acres,RE/MAX ELITE REAL ESTATE,Aurora--Oak Ridges--Richmond Hill,4,1,30.0,3.0,17026.44
N4626441,L4E4M8,999900,Single Family,"29 ALOE AVE|Richmond Hill, Ontario L4E4M8",-79.4406804,43.9546597,House,3.0,4,2.0,35.1 x 114.24 FT ; 35.69 Rear,ROYAL LEPAGE YOUR COMMUNITY REALTY,Aurora--Oak Ridges--Richmond Hill,4,0,29.0,2.0,4009.824
N4626036,L4S2P5,1399000,Single Family,"15 BRACKENWOOD AVE|Richmond Hill, Ontario L4S2P5",-79.4539428,43.902743799999996,House,4.0,4 + 1,2.0,36.09 x 113.85 FT,MASTER'S TRUST REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,1,15.0,6.0,4108.846500000001
N4626016,L4S2P5,1369000,Single Family,"8 BRACKENWOOD AVE|Richmond Hill, Ontario L4S2P5",-79.45373690000002,43.903104600000006,House,4.0,4 + 1,2.0,36.12 x 109.91 FT,LANDPOWER REAL ESTATE LTD.,Aurora--Oak Ridges--Richmond Hill,4,1,8.0,8.0,3969.9491999999996
N4626009,L4A4R7,959000,Single Family,"49 JAKE SMITH WAY|Whitchurch-Stouffville, Ontario L4A4R7",-79.27476847235391,43.9739374901021,House,3.0,4,2.0,36.09 x 90.22 FT,ROYAL LEPAGE GOLDEN RIDGE REALTY,Markham--Stouffville,4,0,49.0,4.0,3256.0398000000005
N4625922,L4E4Y8,1190000,Single Family,"161 SILVER MAPLE RD|Richmond Hill, Ontario L4E4Y8",-79.4573139,43.926317600000004,House,3.0,3,2.0,46.14 x 87.91 FT,HOMELIFE FRONTIER REALTY INC.,Aurora--Oak Ridges--Richmond Hill,3,0,161.0,8.0,4056.1674
N4625652,L4E2X6,2288000,Single Family,"LOT 12A POPLAR DR|Richmond Hill, Ontario L4E2X6",-79.4666378,43.9444649,House,5.0,4,2.0,54 x 110 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,Aurora--Oak Ridges--Richmond Hill,4,0,,,5940.0
N4625493,L4G3X4,1599900,Single Family,"36 KALEIA AVE|Aurora, Ontario L4G3X4",-79.4263636410959,44.0078469277273,House,5.0,4,2.0,28 x 102 FT,HOMELIFE/METROPARK REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,0,36.0,9.0,2856.0
N4625193,L4S0H2,2390000,Single Family,"33 GERDEN DR|Richmond Hill, Ontario L4S0H2",-79.39231540000002,43.9041705,House,4.0,5,2.0,43 x 115 FT,HOMELIFE LANDMARK RH REALTY,Aurora--Oak Ridges--Richmond Hill,5,0,33.0,6.0,4945.0
N4624650,L4G7W9,1258888,Single Family,"27 PETERMANN ST|Aurora, Ontario L4G7W9",-79.4424571,44.0176514,House,5.0,5 + 1,2.0,42.98 x 109.91 FT,ROYAL LEPAGE MEADOWTOWNE REALTY,Newmarket--Aurora,5,1,27.0,9.0,4723.931799999999
N4624285,L4A3G7,1650000,Single Family,"45 RAEVIEW DR|Whitchurch-Stouffville, Ontario L4A3G7",-79.24630429999998,44.0039747,House,8.0,5 + 2,2.0,"150.32 x 219.4 FT ; Rear 197.83 Ft, Ws 238.77 (1.035 Acre)",RE/MAX PRIME PROPERTIES,Markham--Stouffville,5,2,45.0,9.0,32980.208
N4623754,L4A2E6,3950000,Single Family,"5421 SLATERS RD|Whitchurch-Stouffville, Ontario L4A2E6",-79.3845232,44.00482150000001,House,3.0,3 + 1,2.0,210.43 x 800 FT|10 - 24.99 acres,REALAWSTATE REALTY BROKERAGE,Markham--Stouffville,3,1,5421.0,3.0,168344.0
N4623715,L4A2E6,4450000,Single Family,"5421 SLATERS RD|Whitchurch-Stouffville, Ontario L4A2E6",-79.3845232,44.00482150000001,House,3.0,3 + 1,2.0,210.43 x 800 FT|10 - 24.99 acres,REALAWSTATE REALTY BROKERAGE,Markham--Stouffville,3,1,5421.0,3.0,168344.0
N4622984,L4G0W6,1298000,Single Family,"10 BOLAND CRT|Aurora, Ontario L4G0W6",-79.4311882571471,44.02348342188071,House,4.0,5,2.0,42.98 x 90.22 FT,MAIN STREET REALTY LTD.,Newmarket--Aurora,5,0,10.0,1.0,3877.6555999999996
N4622909,L4E3M5,3528000,Single Family,"7 LONG HILL DR|Richmond Hill, Ontario L4E3M5",-79.438285,43.9104326,House,5.0,4 + 1,2.0,70.28 x 171.26 FT ; Irreg172.33X71.71X58.31X71.48X70.27,ROYAL LEPAGE GOLDEN RIDGE REALTY,Aurora--Oak Ridges--Richmond Hill,4,1,7.0,7.0,12036.1528
N4622623,L4A2G9,2998000,Single Family,"102 LAKEVIEW AVE|Whitchurch-Stouffville, Ontario L4A2G9",-79.37430379999998,43.9831388,House,6.0,4,2.0,"75 x 265 FT ; Lot Area 20,107.00 Sq.Ft. Irreg. R: 31.6",FARQUHARSON REALTY LIMITED,Markham--Stouffville,4,0,102.0,3.0,19875.0
N4621765,L4E3C6,1100000,Single Family,"180 OLDE BAYVIEW AVE|Richmond Hill, Ontario L4E3C6",-79.43326929999998,43.955851700000004,House,0.0,0,2.0,50 x 150 FT,RE/MAX HALLMARK REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,0,0,180.0,9.0,7500.0
N4621766,L4E3C9,1100000,Single Family,"184 OLDE BAYVIEW AVE|Richmond Hill, Ontario L4E3C9",-79.4333788,43.95596010000001,House,0.0,0,1.0,50 x 150 FT,RE/MAX HALLMARK REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,0,0,184.0,4.0,7500.0
N4621764,L4E3C6,1100000,Single Family,"176 OLDE BAYVIEW AVE|Richmond Hill, Ontario L4E3C6",-79.4332253,43.9557002,House,0.0,0,1.0,50 x 150 FT,RE/MAX HALLMARK REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,0,0,176.0,5.0,7500.0
N4621453,L4G0Z2,1399900,Single Family,"156 CONKLIN CRES|Aurora, Ontario L4G0Z2",-79.42481009999999,44.0163932,House,4.0,4,2.0,44 x 110 FT,DREAM HOME REALTY INC.,Newmarket--Aurora,4,0,156.0,3.0,4840.0
N4620815,L4E3K5,1998200,Single Family,"51 BOND CRES|Richmond Hill, Ontario L4E3K5",-79.46125040000003,43.94040510000001,House,4.0,3 + 1,1.0,103 x 144.98 FT,RE/MAX HALLMARK YORK GROUP REALTY LTD.,Aurora--Oak Ridges--Richmond Hill,3,1,51.0,6.0,14932.939999999999
N4620223,L4G1P6,729000,Single Family,"100 GURNETT ST|Aurora, Ontario L4G1P6",-79.4651808,43.9957284,House,3.0,2,2.0,46.01 x 156.37 FT,KELLER WILLIAMS REALTY CENTRES,Aurora--Oak Ridges--Richmond Hill,2,0,100.0,1.0,7194.5837
N4620094,L4A4E6,6490000,Single Family,"14700 MCCOWAN RD|Whitchurch-Stouffville, Ontario L4A4E6",-79.3183152,44.01822429999999,House,6.0,3 + 5,1.0,842 x 3391 FT   ; Approx 92.85 Acres As Per Mpac|50 - 100 acres,PMA BRETHOUR REAL ESTATE CORPORATION INC.,Markham--Stouffville,3,5,14700.0,3.0,2855222.0
N4619953,L4E4V1,1420000,Single Family,"21 LITCHI CRT|Richmond Hill, Ontario L4E4V1",-79.4417098,43.958333,House,5.0,4 + 1,2.0,"41.73 x 144 FT ; North 120, South 144",U DREAM HOME REALTY,Aurora--Oak Ridges--Richmond Hill,4,1,21.0,3.0,6009.12
N4619843,L4E1B8,989800,Single Family,"16 PLANTAIN LANE|Richmond Hill, Ontario L4E1B8",-79.4480397,43.96301210000001,House,3.0,4,2.0,28.22 x 116.8 FT,RE/MAX PLATINUM PIN REALTY,Aurora--Oak Ridges--Richmond Hill,4,0,16.0,7.0,3296.096
N4619434,L4E1B9,1398800,Single Family,"57 MEADOWSWEET LANE|Richmond Hill, Ontario L4E1B9",-79.4486444,43.9620276,House,3.0,4 + 1,2.0,38.09 x 134.93 FT,HOMELIFE/BAYVIEW REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,1,57.0,3.0,5139.483700000001
N4619285,L4E3G7,1100000,Single Family,"134 SUNSET BEACH RD|Richmond Hill, Ontario L4E3G7",-79.449515,43.9432277,House,2.0,3 + 1,1.0,"75 x 142 FT ; Depth 142' E,112.90' W,Opens To 99'@Rear",ROYAL LEPAGE YOUR COMMUNITY REALTY,Aurora--Oak Ridges--Richmond Hill,3,1,134.0,8.0,10650.0
N4618543,L4E0N9,1899000,Single Family,"154 SHADOW FALLS DR|Richmond Hill, Ontario L4E0N9",-79.43137890000001,43.9146473,House,5.0,4 + 1,2.0,49.21 x 111.71 FT,HOMELIFE NEW WORLD REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,1,154.0,1.0,5497.2491
N4618347,L4A0J6,1038000,Single Family,"10 FRED SILVESTER RD|Whitchurch-Stouffville, Ontario L4A0J6",-79.2432868,43.9624404,House,5.0,4 + 1,2.0,40.03 x 85.3 FT,RE/MAX REALTRON REALTY INC.,Markham--Stouffville,4,1,10.0,1.0,3414.559
N4617497,L4E3L5,1950000,Single Family,"33 GROVEPARK ST|Richmond Hill, Ontario L4E3L5",-79.46023659999999,43.9622124,House,5.0,5 + 1,2.0,65.8 x 140.51 FT,RE/MAX REALTRON REALTY INC.,Aurora--Oak Ridges--Richmond Hill,5,1,33.0,6.0,9245.557999999999
N4616601,L4E2T7,1200000,Single Family,"23 AUBREY AVE|Richmond Hill, Ontario L4E2T7",-79.4586324,43.945535799999995,House,2.0,3,2.0,66.01 x 315.16 FT,CENTURY 21 ST. ANDREW'S REALTY INC.,Aurora--Oak Ridges--Richmond Hill,3,0,23.0,5.0,20803.711600000002
N4616294,L4E2T6,1699000,Single Family,"31A AUBREY AVE|Richmond Hill, Ontario L4E2T6",-79.45987159999999,43.9453307,House,5.0,4,2.0,81.44 x 329.08 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,Aurora--Oak Ridges--Richmond Hill,4,0,31.0,4.0,26800.275199999996
N4616026,L4E4Z4,1199000,Single Family,"24 ALBRIGHT CRES|Richmond Hill, Ontario L4E4Z4",-79.4550145,43.9217627,House,4.0,4 + 1,2.0,44.95 x 88.58 FT ; For Entry As In Yr773923,HOMELIFE LANDMARK REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,1,24.0,6.0,3981.6710000000003
N4615602,L4A2C9,1478000,Single Family,"3 WILMAC CRT|Whitchurch-Stouffville, Ontario L4A2C9",-79.3958434,44.004434499999995,House,3.0,3 + 1,1.0,180 x 197.8 FT,HOMELIFE/CIMERMAN REAL ESTATE LIMITED,Markham--Stouffville,3,1,3.0,3.0,35604.0
N4615526,L4E0A3,1398000,Single Family,"52 HAYFIELD CRES|Richmond Hill, Ontario L4E0A3",-79.4723415,43.91275870000001,House,4.0,4 + 2,2.0,59.45 x 88.58 FT ; As Per Survey,ROYAL LEPAGE PEACELAND REALTY,Aurora--Oak Ridges--Richmond Hill,4,2,52.0,7.0,5266.081
N4615011,L4A7X5,4650000,Single Family,"4068 VANDORF SDRD|Whitchurch-Stouffville, Ontario L4A7X5",-79.33062650000002,44.013076500000004,House,7.0,4,,10 x 10 Acre ; 321.19 Ft X 1773.59 Ft.,FARQUHARSON REALTY LIMITED,Markham--Stouffville,4,0,4068.0,9.0,435600.0
N4614958,L4E0S5,1350000,Single Family,"85 ALHART ST|Richmond Hill, Ontario L4E0S5",-79.4724268,43.915421200000004,House,4.0,5,3.0,36.09 x 88.58 FT,ROYAL LEPAGE GOLDEN RIDGE REALTY,Aurora--Oak Ridges--Richmond Hill,5,0,85.0,4.0,3196.8522000000003
N4614974,L4A4Z5,659000,Single Family,"340 STOUFFER ST|Whitchurch-Stouffville, Ontario L4A4Z5",-79.2343430760574,43.9766291394405,House,1.0,3,1.0,60.03 x 82.5 FT,CENTURY 21 LEADING EDGE REALTY INC.,Markham--Stouffville,3,0,340.0,7.0,4952.475
N4614936,L4S2P8,1350000,Single Family,"47 FALLING RIVER DR|Richmond Hill, Ontario L4S2P8",-79.43751440000003,43.908063500000004,House,4.0,4 + 2,2.0,39.37 x 109.91 FT,RE/MAX REALTRON REALTY INC.,Aurora--Oak Ridges--Richmond Hill,4,2,47.0,2.0,4327.1567
